code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb
300059,东方财富,0.87,1579.92,1.97,56.95,0.22,147540.98,2255.16,,10-27,东方财富,-0.75,54.27,54.62,55.58,53.98,54.68,40792541,3.15914,62.3793103448,35.5250172414
002568,百润股份,0.78,168.97,,53.73,,70102.57,1395.58,,10-29,百润股份,-3.566,43.81,45.3,45.34,43.61,45.43,6497777,3.02867,56.1666666667,30.17835
600556,慧球科技,0.0,285.71,,42.24,,106.15,301.59,,10-27,慧球科技,-3.213,26.21,27.06,27.87,25.7,27.08,26194935,6.63509,inf,inf
002323,雅百特,1.07,750.99,,42.13,,16360.8,1109.3,,10-30,雅百特,1.585,35.26,34.38,35.49,34.35,34.71,2451045,2.93533,32.953271028,13.8832130841
603169,兰石重装,0.7,622.5,,40.96,,66216.51,1291.84,,10-29,兰石重装,-3.602,19.27,19.9,19.9,18.66,19.99,24278632,6.27835,27.5285714286,11.2757028571
600894,广日股份,2.33,278.02,,37.73,,200280.86,296.32,,10-29,广日股份,0.0,20.92,20.8,21.22,20.66,20.92,14121232,1.64211,8.97854077253,3.38760343348
000963,华东医药,2.14,69.06,,36.97,,92741.52,69.07,,10-22,华东医药,4.129,80.7,77.8,80.98,77.4,77.5,5193650,1.19653,37.7102803738,13.9414906542
603885,吉祥航空,1.83,110.34,,35.11,,97222.84,122.51,10派6转10,10-31,吉祥航空,-4.115,68.28,70.13,70.66,67.76,71.21,4092411,6.01825,37.3114754098,13.1000590164
300033,同花顺,0.91,1037.5,3.09,34.36,1.78,48930.88,2179.66,,10-22,同花顺,0.735,79.46,78.8,82.5,78.2,78.88,13481690,5.14572,87.3186813187,30.0026989011
